746|Josko Gvardiol|Croatia
747|John Stones|England
748|Nathan Ake|Netherlands
749|Jack Grealish|England
750|Savinho|Brazil
751|Jeremy Doku|Belgium
752|Rayan Cherki|France
753|Tijjani Reijnders|Netherlands
754|Omar Marmoush|Egypt
755|Matheus Nunes|Portugal
756|Rico Lewis|England
757|Nico Gonzalez|Spain
758|Kyle Walker|England
759|James Trafford|England
760|Oscar Bobb|Norway
761|Abdukodir Khusanov|Uzbekistan
762|Matthijs de Ligt|Netherlands
763|Lisandro Martinez|Argentina
764|Harry Maguire|England
765|Luke Shaw|England
766|Diogo Dalot|Portugal
767|Noussair Mazraoui|Morocco
768|Kobbie Mainoo|England
769|Mason Mount|England
770|Bryan Mbeumo|Cameroon
771|Matheus Cunha|Brazil
772|Benjamin Sesko|Slovenia
773|Amad Diallo|Ivory Coast
774|Alejandro Garnacho|Argentina
775|Andre Onana|Cameroon
776|Leny Yoro|France
777|Joshua Zirkzee|Netherlands
778|Patrick Dorgu|Denmark
779|Senne Lammens|Belgium
780|Enzo Fernandez|Argentina
781|Moises Caicedo|Ecuador
782|Reece James|England
783|Levi Colwill|England
784|Wesley Fofana|France
785|Trevoh Chalobah|England
786|Marc Cucurella|Spain
787|Malo Gusto|France
788|Robert Sanchez|Spain
789|Nicolas Jackson|Senegal
790|Christopher Nkunku|France
791|Pedro Neto|Portugal
792|Jamie Gittens|England
793|Joao Pedro|Brazil
794|Estevao|Brazil
795|Romeo Lavia|Belgium
796|Liam Delap|England
797|Tosin Adarabioyo|England
798|Raheem Sterling|England
799|Cesar Azpilicueta|Spain
800|Eden Hazard|Belgium
801|James Maddison|England
802|Dejan Kulusevski|Sweden
803|Dominic Solanke|England
804|Brennan Johnson|Wales
805|Richarlison|Brazil
806|Destiny Udogie|Italy
807|Pedro Porro|Spain
808|Micky van de Ven|Netherlands
809|Cristian Romero|Argentina
810|Guglielmo Vicario|Italy
811|Yves Bissouma|Mali
812|Pape Matar Sarr|Senegal
813|Rodrigo Bentancur|Uruguay
814|Wilson Odobert|France
815|Mathys Tel|France
816|Mohammed Kudus|Ghana
817|Xavi Simons|Netherlands
818|Randal Kolo Muani|France
819|Archie Gray|England
820|Lucas Bergvall|Sweden
821|Joao Palhinha|Portugal
822|Bruno Guimaraes|Brazil
823|Sandro Tonali|Italy
824|Joelinton|Brazil
825|Anthony Gordon|England
826|Harvey Barnes|England
827|Jacob Murphy|England
828|Nick Pope|England
829|Aaron Ramsdale|England
830|Sven Botman|Netherlands
831|Fabian Schar|Switzerland
832|Kieran Trippier|England
833|Dan Burn|England
834|Tino Livramento|England
835|Nick Woltemade|Germany
836|Yoane Wissa|DR Congo
837|Anthony Elanga|Sweden
838|Malick Thiaw|Germany
839|Emiliano Martinez|Argentina
840|Ollie Watkins|England
841|Morgan Rogers|England
842|Youri Tielemans|Belgium
843|John McGinn|Scotland
844|Boubacar Kamara|France
845|Amadou Onana|Belgium
846|Ezri Konsa|England
847|Pau Torres|Spain
848|Matty Cash|Poland
849|Lucas Digne|France
850|Emiliano Buendia|Argentina
851|Donyell Malen|Netherlands
852|Evann Guessand|Ivory Coast
853|Leon Bailey|Jamaica
854|Jarrod Bowen|England
855|Lucas Paqueta|Brazil
856|James Ward-Prowse|England
857|Niclas Fullkrug|Germany
858|Max Kilman|England
859|Jean-Philippe Mateta|France
860|Marc Guehi|England
861|Adam Wharton|England
862|Daichi Kamada|Japan
863|Ismaila Sarr|Senegal
864|Daniel Munoz|Colombia
865|Dean Henderson|England
866|Chris Richards|United States
867|Jordan Pickford|England
868|Idrissa Gueye|Senegal
869|Dwight McNeil|England
870|Iliman Ndiaye|Senegal
871|Beto|Portugal
872|James Tarkowski|England
873|Jarrad Branthwaite|England
874|Bernd Leno|Germany
875|Antonee Robinson|United States
876|Joachim Andersen|Denmark
877|Emile Smith Rowe|England
878|Alex Iwobi|Nigeria
879|Raul Jimenez|Mexico
880|Harry Wilson|Wales
881|Bart Verbruggen|Netherlands
882|Lewis Dunk|England
883|Jan Paul van Hecke|Netherlands
884|Carlos Baleba|Cameroon
885|Yasin Ayari|Sweden
886|Georginio Rutter|France
887|Danny Welbeck|England
888|Igor Thiago|Brazil
889|Mikkel Damsgaard|Denmark
890|Nathan Collins|Republic of Ireland
891|Keane Lewis-Potter|England
892|Kevin Schade|Germany
893|Antoine Semenyo|Ghana
894|Justin Kluivert|Netherlands
895|Marcus Tavernier|England
896|Ryan Christie|Scotland
897|Adrien Truffert|France
898|Djordje Petrovic|Serbia
899|Ilya Zabarnyi|Ukraine
900|Dean Huijsen|Spain
